Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Lavine M.S.","57204519657;","Connecting the dots",2018,"Science","362","6421",,"1374","",,,"10.1126/science.362.6421.1373-f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084204378&doi=10.1126%2fscience.362.6421.1373-f&partnerID=40&md5=8ec45254da1b76963924e1f0b393a540",,"Lavine, M.S.",[No abstract available],,,,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Sci.",Note,"Final","All Open Access, Bronze",Scopus,2-s2.0-85084204378
"Kelly P.N.","57196176293;","Small molecules spark NK cell response",2018,"Science","362","6421",,"1373","",,,"10.1126/science.362.6421.1372-g","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084203666&doi=10.1126%2fscience.362.6421.1372-g&partnerID=40&md5=7673e093ba9ef423200c0ecb56a7e858",,"Kelly, P.N.",[No abstract available],,,,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Sci.",Note,"Final","",Scopus,2-s2.0-85084203666
"Ray L.B.","55951531100;","Targeting brown fat to make less fat",2018,"Science","362","6421",,"1374","",,,"10.1126/science.362.6421.1373-b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084194132&doi=10.1126%2fscience.362.6421.1373-b&partnerID=40&md5=a9e128c94369a950967904cb6c852a55",,"Ray, L.B.",[No abstract available],,,,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Sci.",Note,"Final","All Open Access, Bronze",Scopus,2-s2.0-85084194132
"Ash C.","7006283833;","Revelation in the gut virome",2018,"Science","362","6421",,"1374","",,1,"10.1126/science.362.6421.1373-d","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073614722&doi=10.1126%2fscience.362.6421.1373-d&partnerID=40&md5=0788008e1c5ac0a23393e84ae4efc9b9",,"Ash, C.",[No abstract available],,,,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Sci.",Note,"Final","All Open Access, Bronze",Scopus,2-s2.0-85073614722
"Hand E., Vogel G., Garber K., Kaiser J., Servick K., Clery D., Service R.F., Wadman M.","57220340512;57222220990;57215461435;57217826902;55810927800;7004604600;7102138642;57191750870;","Runners-up",2018,"Science","362","6421",,"1346","",,1,"10.1126/science.362.6421.1346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058884466&doi=10.1126%2fscience.362.6421.1346&partnerID=40&md5=4fbb9886bdb5df93b5066b282cab0fd1",,"Hand, E.; Vogel, G.; Garber, K.; Kaiser, J.; Servick, K.; Clery, D.; Service, R.F.; Wadman, M.",[No abstract available],,"Elagatis",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"30573611","English","Sci.",Note,"Final","",Scopus,2-s2.0-85058884466
"Brogi M.","26640248400;","Escaping atmospheres of extrasolar planets",2018,"Science","362","6421",,"1360","1361",,1,"10.1126/science.aav7010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058818134&doi=10.1126%2fscience.aav7010&partnerID=40&md5=7965621c8387d7414fbbfef555e51b72","Department of Physics, University of Warwick, Coventry, CV4 7AL, United Kingdom","Brogi, M., Department of Physics, University of Warwick, Coventry, CV4 7AL, United Kingdom",[No abstract available],,"helium; hydrogen; helium; chemical composition; detection method; helium; observational method; physical property; planet; planetary atmosphere; solar system; spectral resolution; absorption; astronomy; atmosphere; atmospheric escape; exoplanet; priority journal; Short Survey; astrobiology; astronomy; atmosphere; space; Atmosphere; Exobiology; Extraterrestrial Environment; Helium; Neptune; Planets",,"helium, 7440-59-7; hydrogen, 12385-13-6, 1333-74-0; Helium",,,,,,,,,,,,,,"Allart, R., (2018) Science, 362, p. 1384; Nortmann, L., (2018) Science, 362, p. 1388; Lammer, H., (2003) Astrophys. J., 598, p. 121; Murray-Clay, R.A., Chiang, E.I., Murray, N., (2009) Astrophys. J., 693, p. 23; Fulton, B.J., (2017) Astron. J., 154, p. 109; Owen, J.E., Wu, Y., (2017) Astrophys. J., 847, p. 29; Vidal-Madjar, A., (2003) Nature, 422, p. 143; Ehrenreich, D., (2015) Nature, 522, p. 459; Cauley, P.W., Redfield, S., Jensen, A.G., (2017) Astron. J., 153, p. 185; Seager, S., Sasselov, D.D., (2000) Astrophys. J., 537, p. 916; Oklopčić, A., Hirata, C.M., (2018) Astrophys. J., 855, p. L1; Spake, J.J., (2018) Nature, 557, p. 68; Rugheimer, S., Kaltenegger, L., Segura, A., Linsky, J., Mohanty, S., (2015) Astrophys. J., 809, p. 57","Brogi, M.; Department of Physics, United Kingdom; email: M.Brogi@warwick.ac.uk",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"30573618","English","Sci.",Short Survey,"Final","",Scopus,2-s2.0-85058818134
"Scheffer M., Van Nes E.H.","7004818551;6701846449;","Seeing a global web of connected systems",2018,"Science","362","6421",,"1357","",,6,"10.1126/science.aav8478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058816325&doi=10.1126%2fscience.aav8478&partnerID=40&md5=d297df42ea064ca9a55f133e7acef8ea","Department of Environmental Sciences, Wageningen Universiteit, Wageningen, 6708 PB, Netherlands","Scheffer, M., Department of Environmental Sciences, Wageningen Universiteit, Wageningen, 6708 PB, Netherlands; Van Nes, E.H., Department of Environmental Sciences, Wageningen Universiteit, Wageningen, 6708 PB, Netherlands",[No abstract available],,"astronomy; biofuel production; biosphere; climate; economic aspect; ecosystem; feedback system; glaciation; greenhouse effect; human; Note; priority journal; social aspect; society; Internet; Internet",,,,,,,,,,,,,,,,"Rocha, J.C., (2018) Science, 362, p. 1379; Steffen, W., (2018) Proc. Natl. Acad. Sci. U.S.A., 115, p. 8252; Battiston, S., (2016) Science, 351, p. 818; Brownlee, J., Masoud, T., Reynolds, A., (2015) Middle East Law and Governance, 7, p. 3; Levins, R., (1974) Ann. N.Y. Acad. Sci., 231, p. 123; Giordano, G., Altafini, C., (2017) Sci. Rep., 7, p. 11378; Downing, A.S., (2014) Ecol. Soc., 19, p. 31; Van De Leemput, I.A., Hughes, T.P., Van Nes, E.H., Scheffer, M., (2016) Coral Reefs, 35, p. 857; Stocker, T., (2014) Climate Change 2013: The Physical Science Basis: Working Group I Contribution to The Fifth Assessment Report of The Intergovernmental Panel on Climate Change, , Cambridge Univ. Press; Runge, J., (2018) Chaos, 28, p. 075310; Sugihara, G., (2012) Science, 338, p. 496; Van Nes, E.H., (2015) Nat. Clim. Chang., 5, p. 445; Scheffer, M., (2018) Proc. Natl. Acad. Sci. U.S.A., 115, p. 11883","Scheffer, M.; Department of Environmental Sciences, Netherlands; email: marten.scheffer@wur.nl",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"30573615","English","Sci.",Note,"Final","",Scopus,2-s2.0-85058816325
"Spinney L.","57205148908;","Link to Alzheimer’s seen in nodding syndrome",2018,"Science","362","6421",,"1341","",,1,"10.1126/science.362.6421.1341","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058811973&doi=10.1126%2fscience.362.6421.1341&partnerID=40&md5=843353ffd6a5a0d1dcfd36ef87d7d171","Paris, France","Spinney, L., Paris, France",[No abstract available],,"tau protein; tau protein; Alzheimer disease; human; nodding syndrome; nonhuman; Note; Onchocerca volvulus; priority journal; Uganda; Alzheimer disease; animal; brain; child; complication; metabolism; nodding syndrome; onchocerciasis; parasitology; pathogenicity; tauopathy; Alzheimer Disease; Animals; Brain; Child; Humans; Nodding Syndrome; Onchocerca volvulus; Onchocerciasis; tau Proteins; Tauopathies; Uganda",,"tau Proteins",,,,,,,,,,,,,,,"Spinney, L.France",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"30573607","English","Sci.",Note,"Final","",Scopus,2-s2.0-85058811973
"Reddie A.W., Goldblum B.L., Lakkaraju K., Reinhardt J., Nacht M., Epifanovskaya L.","57200438800;25925830600;6506201054;57203430694;57194744513;57203432254;","Next-generation wargames",2018,"Science","362","6421",,"1362","1364",,8,"10.1126/science.aav2135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058811329&doi=10.1126%2fscience.aav2135&partnerID=40&md5=d6e7df0bbd60b8601cc4d2599ea4c69c","Department of Political Science, University of California, Berkeley, Berkeley, CA, United States; Center for Global Security Research, Lawrence Livermore National Laboratory, Livermore, CA, United States; Department of Nuclear Engineering, University of California, Berkeley, Berkeley, CA, United States; Sandia National Laboratories, Albuquerque, NM, United States; Goldman School of Public Policy, University of California, Berkeley, Berkeley, CA, United States","Reddie, A.W., Department of Political Science, University of California, Berkeley, Berkeley, CA, United States, Center for Global Security Research, Lawrence Livermore National Laboratory, Livermore, CA, United States; Goldblum, B.L., Department of Nuclear Engineering, University of California, Berkeley, Berkeley, CA, United States; Lakkaraju, K., Sandia National Laboratories, Albuquerque, NM, United States; Reinhardt, J., Sandia National Laboratories, Albuquerque, NM, United States; Nacht, M., Goldman School of Public Policy, University of California, Berkeley, Berkeley, CA, United States; Epifanovskaya, L., Sandia National Laboratories, Albuquerque, NM, United States",[No abstract available],,"cloud computing; computer simulation; cost effectiveness analysis; disease transmission; economic aspect; economist; epidemiologist; esthetic surgery; ethnography; experimental study; financial statement; human; information processing; international cooperation; learning algorithm; machine learning; military service; Note; online system; pandemic; peer group; political system; priority journal; public policy; quantitative analysis; simulation; social behavior; social interaction; sociology; strategic planning; United States; warfare; wargame",,,,,"DE-AC52-07NA27344, DE-NA0003180","This workwassupported byagrant fromthe Carnegie Corporation of NewYorkthrough their InternationalPeace and SecurityProgram.The authors recognize support from the NuclearScience and SecurityConsortium atthe University ofCalifornia,Berkeley,undercontract DE-NA0003180; the Center for GlobalSecurityResearchat Lawrence Livermore National Laboratoryundercontract DE-AC52-07NA27344; and Sandia NationalLaboratories,amultimission labora-torymanaged and operated byNational Technologyand EngineeringSolutions of Sandia,LLC,awhollyowned subsidiary of Honeywell InternationalInc.,for the U.S.Department of Energy’s National Nuclear SecurityAdministration under contractDE-NA0003525.Theviews and opinions of theauthors expressedhereindonot necessarilystate or reflect those of the United Statesgovernment; LawrenceLivermore National Security,LLC; orSandiaNational Laboratories.Theauthors would also liketo acknowledgemembers of the Project on Nuclear Gaming past and presentand thanktwo anonymous reviewers for their helpful comments.",,,,,,,,,,"Work, R., Wargaming and Innovation (2015) Memorandum, Deputy Secretary of Defense, , 9 February; Sabin, P., (2014) Simulating War: Studying ConflictThrough Simulation Games, , Bloomsbury Academic; Perla, P., (1990) The Art ofWargaming: AGuide for Professionals and Hobbyists, , Naval Institute Press; Barma, N.H., Durbin, B., Lorber, E., Whitlark, R.E., (2015) Int. Stud. Perspect., 17, p. 117; Schneider, J., (2017) Cyber and Crisis Escalation: Insights from Wargaming, , https://pacs.einaudi.cornell.edu/sites/pacs/files/Schneider.Cyber%20and%20Crisis%20Escalation%20Insights%20from%20Wargaming%20Schneider%20for%20Cornell.10-12-17.pdf, U.S. Naval War College; Mueller, K., Paper wargames and policy making: Filling the Baltic gap (2016) Battles Magazine, (11). , https://www.rand.org/content/dam/rand/pubs/external_publications/EP60000/EP66660/RAND_EP66660.pdf, May; Pauly, R.B.C., (2018) Int. Secur., 43, p. 151; Schneider, J., (2017) The Information Revolution and International Stability: A Multi-Article Exploration of Computing, Cyber, and Incentives for Conflict, , thesis, The George Washington University; Bainbridge, W.S., (2012) The Warcraft Civilization: Social Science in A VirtualWorld, , MIT Press; Lofgren, E.T., Fefferman, N.H., (2007) Lancet Infect. Dis., 7, p. 625; Fandino, D., (2018) VirtualDarkTourism, , K. McDaniel, Ed. Palgrave Macmillan; Kaplan, A.M., Haenlein, M., (2009) Bus. Horiz., 52, p. 563; Teasley, S., Wolinsky, S., (2001) Science, 292, p. 2254; Yannakakis, G.N., Togelius, J., (2018) Artificial Intelligence and Games, , Springer","Reddie, A.W.; Department of Political Science, United States; email: areddie@berkely.edu",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"30573619","English","Sci.",Note,"Final","",Scopus,2-s2.0-85058811329
"Cheung H., Wang Y., Biggs D.","57193854718;57205150743;37118524700;","China’s reopened rhino horn trade",2018,"Science","362","6421",,"1369","",,4,"10.1126/science.aav9392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058808022&doi=10.1126%2fscience.aav9392&partnerID=40&md5=c12d0330a9d55896ff8795a7ebd89277","ARC Centre of Excellence for Environmental Decisions, Centre for Biodiversity and Conservation Science, University of Queensland, Brisbane, QLD  4072, Australia; Department of Geography, University of Cambridge, Cambridge, CB2 3EN, United Kingdom; Environmental Futures Research Institute, Griffith University, Nathan, QLD  4111, Australia; Department of Conservation Ecology and Entomology, Stellenbosch University, Matieland, 7602, South Africa","Cheung, H., ARC Centre of Excellence for Environmental Decisions, Centre for Biodiversity and Conservation Science, University of Queensland, Brisbane, QLD  4072, Australia; Wang, Y., Department of Geography, University of Cambridge, Cambridge, CB2 3EN, United Kingdom; Biggs, D., ARC Centre of Excellence for Environmental Decisions, Centre for Biodiversity and Conservation Science, University of Queensland, Brisbane, QLD  4072, Australia, Environmental Futures Research Institute, Griffith University, Nathan, QLD  4111, Australia, Department of Conservation Ecology and Entomology, Stellenbosch University, Matieland, 7602, South Africa",[No abstract available],,"artifact; China; Chinese medicine; commercial phenomena; cultural anthropology; education; environmental policy; horn; human; Letter; mammal; medical research; nonhuman; physician; priority journal; rhinoceros; wildlife conservation; animal; Perissodactyla; policy; Animals; China; Commerce; Horns; Perissodactyla; Policy",,,,,,,,,,,,,,,,"(1993) Circular of The State Council on Banning The Trade of Rhinoceros Horns and Tiger Bones, , www.lawinfochina.com/display.aspx?id=12109&lib=law, PRC State Council, State Council of the People’s Republic of China; (2018) Circular of The State Council on Strictly Regulating The Trade and Use of Rhinoceros Horns and Tiger Bones and Their Products, , www.gov.cn/zhengce/content/2018-10/29/content_5335423.htm, PRC State Council, State Council of the People’s Republic of China Chinese; Biggs, D., (2017) Science, 358, p. 1378; Xu, L., Guan, J., Lau, W., Xiao, Y., An Overview of Pangolin Trade in China (2016) TRAFFIC Briefing Paper (TRAFFIC; Cheng, W., Xing, S., Bonebrake, T.C., (2017) Conserv. Lett., 10, p. 757; Wang, Y., Leader-Williams, N., Turvey, S., How can we save pangolins? A case study from a market perspective in China (2018) European Congress of Conservation Biology, , Jyväskylä, Finland; Cheung, H., Mazerolle, L., Possingham, H.P., Biggs, D., (2018) Trop. Conserv. Sci., 11, p. 1; Phelps, J., Carrasco, L.R., Webb, E.L., (2014) Conserv. Biol., 28, p. 244","Cheung, H.; ARC Centre of Excellence for Environmental Decisions, Australia; email: h.cheung@uqconnect.edu.au",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"30573622","English","Sci.",Letter,"Final","",Scopus,2-s2.0-85058808022
"Voosen P.","26032446800;","Antarctic ice melt 125,000 years ago offers warning",2018,"Science","362","6421",,"1339","",,3,"10.1126/science.362.6421.1339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058807632&doi=10.1126%2fscience.362.6421.1339&partnerID=40&md5=28d05393c98448ead5b03d94ba8f2073",,"Voosen, P.",[No abstract available],,"ice; Antarctica; climate change; environmental factor; environmental temperature; geochemistry; geology; glacier; greenhouse effect; greenhouse gas; Greenland; island (geological); Note; physics; priority journal; scientist; sea level; sediment; United Nations",,,,,,,,,,,,,,,,,"Voosen, P.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"30573605","English","Sci.",Note,"Final","",Scopus,2-s2.0-85058807632
"Wu S., Sun Y.","57203465165;7406428353;","Tessellating tiny tetrahedrons",2018,"Science","362","6421",,"1354","1355",,1,"10.1126/science.aav8597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058805680&doi=10.1126%2fscience.aav8597&partnerID=40&md5=a49feef6d5372059cd959aeb9b92f6a7","Department of Chemistry, Temple University, Philadelphia, PA  19122, United States","Wu, S., Department of Chemistry, Temple University, Philadelphia, PA  19122, United States; Sun, Y., Department of Chemistry, Temple University, Philadelphia, PA  19122, United States",[No abstract available],,"diethylene glycol; ethylene glycol; nanocrystal; nanoparticle; solvent; nanoparticle; chemical compound; crystal structure; differentiation; experimental study; geometry; nanoparticle; polygon; stabilization; three-dimensional modeling; anisotropy; chemical interaction; chemical parameters; chemical structure; compression; crystal structure; entropy; force; geometry; liquid; mathematics; physical chemistry; priority journal; Short Survey; solid state; structure analysis; surface property; Nanoparticles",,"diethylene glycol, 111-46-6; ethylene glycol, 107-21-1",,,,,,,,,,,,,,"Haji-Akbari, A., (2009) Nature, 462, p. 773; Shechtman, D., Blech, I., Gratias, D., Cahn, J.W., (1984) Phys. Rev. Lett., 53, p. 1951; Nagaoka, Y., Zhu, H., Eggert, D., Chen, O., (2018) Science, 362, p. 1396; Nagaoka, Y., (2018) Nature, 561, p. 378; Engel, M., Trebin, H.-R., (2007) Phys. Rev. Lett., 98, p. 225505; Torquato, S., Jiao, Y., (2009) Phys. Rev. E, 80, p. 041104; Talapin, D.V., (2009) Nature, 461, p. 964","Sun, Y.; Department of Chemistry, United States; email: ygsun@temple.edu",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"30573613","English","Sci.",Short Survey,"Final","",Scopus,2-s2.0-85058805680
