Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Sekercioglu C.H.","55890928700;","Functional extinctions of bird pollinators cause plant declines (Science, (1019))",2011,"Science","334","6063",,"1641","",,,"10.1126/science.334.6063.1641-a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455194316&doi=10.1126%2fscience.334.6063.1641-a&partnerID=40&md5=c98409aa1de0135820fbec13d2efb710",,"Sekercioglu, C.H.",[No abstract available],,"erratum; error; priority journal",,,,,,,,,,,,,,,,,"Sekercioglu, C.H.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Erratum,"Final","",Scopus,2-s2.0-84455194316
"Li W., Chetelat R.T.","36625648800;6603743353;","A pollen factor linking inter- and intraspecific pollen rejection in tomato (Science (2010), (1827))",2011,"Science","334","6063",,"1641","",,,"10.1126/science.334.6063.1641-a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455194315&doi=10.1126%2fscience.334.6063.1641-a&partnerID=40&md5=a5e875de88654bed636860b0f2382761",,"Li, W.; Chetelat, R.T.",[No abstract available],,"erratum; error; priority journal",,,,,,,,,,,,,,,,,"Li, W.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Erratum,"Final","",Scopus,2-s2.0-84455194315
"Szathmáry E.","7004300777;","To group or not to group?",2011,"Science","334","6063",,"1648","1649",,14,"10.1126/science.1209548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455194303&doi=10.1126%2fscience.1209548&partnerID=40&md5=7a931bf2b131caf2af30410dbc4cbf73","Biological Institute, Eötvös University, 1c Pázmány Péter Sétány, H-1117 Budapest, Hungary","Szathmáry, E., Biological Institute, Eötvös University, 1c Pázmány Péter Sétány, H-1117 Budapest, Hungary","The benefits of cooperation can drive the evolution of a population structure that supports cooperative behavior.",,"coevolution; cooperative breeding; eusociality; evolutionary biology; fitness; group size; population structure; altruism; cooperation; genetic linkage; human; population biology; population size; population structure; priority journal; progeny; short survey; animal; biological model; cooperation; evolution; genetic variability; note; Animals; Biological Evolution; Cooperative Behavior; Genetic Variation; Models, Biological",,,,,,,,,,,,,,,,"Hamilton, W.D., (1964) J. Theor. Biol., 7, p. 1; Wilson, D.S., (1975) Proc. Natl. Acad. Sci. U.S.A., 72, p. 143; Powers, S.T., Penn, A.S., Watson, R.A., (2011) Evolution, 65, p. 1527; Traulsen, A., Nowak, M.A., (2006) Proc. Natl. Acad. Sci. U.S.A., 103, p. 10952; Maynard Smith, J., Szathmáry, E., (1995) The Major Transitions in Evolution, , Freeman, Oxford; Odling-Smee, F.J., Laland, K.N., Feldman, M.W., (2003) Niche Construction, , Princeton Univ. Press, Princeton, NJ; Diekmann, A., (1985) J. Conflict Resolut., 29, p. 605; Archetti, M., Scheuring, I., (2011) Evolution, 65, p. 1140; Motro, U., (1991) J. Theor. Biol., 151, p. 145; Hauert, C., Michor, F., Nowak, M.A., Doebeli, M., (2006) J. Theor. Biol., 239, p. 195; Boza, G., Számadó, S., (2010) BMC Evol. Biol., 10, p. 336; Bickerton, D., Szathmáry, E., (2011) BMC Evol. Biol., 11, p. 261","Szathmáry, E.; Biological Institute, Eötvös University, 1c Pázmány Péter Sétány, H-1117 Budapest, Hungary; email: szathmary.eors@gmail.com",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"22194561","English","Science",Short Survey,"Final","",Scopus,2-s2.0-84455194303
"Racaniello V.","7005654034;","An exit strategy for measles virus",2011,"Science","334","6063",,"1650","1651",,23,"10.1126/science.1217378","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455194274&doi=10.1126%2fscience.1217378&partnerID=40&md5=67152f410fbe770f9306f96c433038de","Microbiology and Immunology, Columbia University, New York, NY 10032, United States","Racaniello, V., Microbiology and Immunology, Columbia University, New York, NY 10032, United States","A receptor for measles virus on epithelial cells reveals how the virus accesses the respiratory tract.",,"CD150 antigen; measles vaccine; nectin 1; nectin 2; nectin 4; unclassified drug; virus protein; CD150 antigen; cell adhesion molecule; cell surface receptor; leukocyte antigen; LNIR protein, human; virus receptor; host-pathogen interaction; measles; respiratory disease; virus; epithelium cell; human; infection prevention; measles; Measles virus; mortality; Poliomyelitis virus; priority journal; protein expression; short survey; virus replication; virus transmission; animal; article; cytology; disease transmission; epithelium cell; immune system; lymphocyte; measles; metabolism; pathogenicity; physiology; respiratory system; respiratory tract mucosa; virology; virus shedding; Animals; Antigens, CD; Cell Adhesion Molecules; Epithelial Cells; Humans; Immune System; Lymphocytes; Measles; Measles virus; Receptors, Cell Surface; Receptors, Virus; Respiratory Mucosa; Respiratory System; Virus Replication; Virus Shedding",,"Antigens, CD; CD150 antigen, 169535-43-7; Cell Adhesion Molecules; LNIR protein, human; Receptors, Cell Surface; Receptors, Virus",,,,,,,,,,,,,,"Mühlebach, M.D., (2011) Nature, , 10.1038/nature10639; Noyce, R.S., (2011) PLoS Pathog., 7, pp. e1002240; De Swart, R.L., (2007) PLoS Pathog., 3, pp. e178; Lemon, K., (2011) PLoS Pathog., 7, pp. e1001263; Tatsuo, H., Ono, N., Tanaka, K., Yanagi, Y., (2000) Nature, 406, p. 893; Leonard, V.H.J., (2008) J. Clin. Invest., 118, p. 2448; Mendelsohn, C.L., Wimmer, E., Racaniello, V.R., (1989) Cell, 56, p. 855; Geraghty, R.J., Krummenacher, C., Cohen, G.H., Eisenberg, R.J., Spear, P.G., (1998) Science, 280, p. 1618; Ludlow, M., (2010) J. Gen. Virol., 91, p. 971; Cohen, J.I., Straus, S.E., Arvin, A.M., (2007) Fields Virology, pp. 2773-2818. , D. M. Knipe, P. M. Howley, Eds. (Lippincott Williams & Wilkins, Philadelphia, 2007); Vermeer, P.D., (2007) J. Virol., 81, p. 9891","Racaniello, V.; Microbiology and Immunology, Columbia University, New York, NY 10032, United States; email: vrr1@columbia.edu",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"22194562","English","Science",Short Survey,"Final","",Scopus,2-s2.0-84455194274
"Butterfield N.J.","35610763600;","Terminal developments in ediacaran embryology",2011,"Science","334","6063",,"1655","1656",,23,"10.1126/science.1216125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455194255&doi=10.1126%2fscience.1216125&partnerID=40&md5=e31cf512d5ff35ef92738f79873a398a","Department of Earth Sciences, University of Cambridge, Cambridge CB2 3EQ, United Kingdom","Butterfield, N.J., Department of Earth Sciences, University of Cambridge, Cambridge CB2 3EQ, United Kingdom","Fossils previously interpreted as the earliest evidence for animals represent a simpler level of eukaryotic organization.",,"Ediacaran; embryo; embryonic development; eukaryote; fossil record; cell differentiation; cell division; Ediacaran; embryology; fossil; nonhuman; Phanerozoic; phylogeny; priority journal; review; animal; cell nucleus; eukaryote; fossil; growth, development and aging; note; ultrastructure; Animals; Cell Nucleus; Eukaryota; Fossils",,,,,,,,,,,,,,,,"Xiao, S., Zhang, Y., Knoll, A.H., (1998) Nature, 391, p. 553; Huldtgren, T., (2011) Science, 334, p. 1696; Xue, Y.-S., Tang, T.-F., Yu, C.-L., Zhou, C.-M., (1995) Acta Palaeontol. Sin., 34, p. 688; Chen, J.-Y., (2009) Precambrian Res., 173, p. 191; Bengtson, S., Budd, G., (2004) Science, 306, pp. 1291a; Hagadorn, J.W., (2006) Science, 314, p. 291; Bailey, J.V., (2007) Nature, 445, p. 198; Yin, L., (2007) Nature, 446, p. 661; Cohen, P.A., Knoll, A.H., Kodner, R.B., (2009) Proc. Natl. Acad. Sci. U.S.A., 106, p. 6519; Green, K.J., Kirk, D.L., (1981) J. Cell Biol., 91, p. 743; Xiao, S., Knoll, A.H., (2000) J. Paleontol., 74, p. 767; Prochnik, S.E., (2010) Science, 329, p. 223; Herron, M.D., (2010) J. Phycol., 46, p. 316; Smith, G.M., (1944) Trans. Am. Microsc. Soc., 63, p. 265; Butterfield, N.J., (2003) Integr. Comp. Biol., 43, p. 166; Butterfield, N.J., (2007) Palaeontology, 50, p. 41; Xiao, S., Knoll, A.H., (1999) Lethaia, 32, p. 219; Denitski, A.G., (1995) Eur. J. Protistol., 31, p. 241","Butterfield, N.J.; Department of Earth Sciences, University of Cambridge, Cambridge CB2 3EQ, United Kingdom; email: njb1005@esc.cam.ac.uk",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"22194566","English","Science",Review,"Final","",Scopus,2-s2.0-84455194255
"Cohen J.","57203682506;","HIV treatment as prevention",2011,"Science","334","6063",,"1628","",,104,"10.1126/science.334.6063.1628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455175847&doi=10.1126%2fscience.334.6063.1628&partnerID=40&md5=851448ae498e0bb84f85dc0ace789ae8",,"Cohen, J.",[No abstract available],,"anti human immunodeficiency virus agent; Human immunodeficiency virus vaccine; anti human immunodeficiency virus agent; acquired immune deficiency syndrome; CD4 lymphocyte count; government; health care policy; health program; heterosexuality; human; Human immunodeficiency virus; Human immunodeficiency virus infection; note; priority journal; semen analysis; sexual transmission; United States; vagina secretion; virus load; virus transmission; world health organization; disease transmission; female; male; multicenter study (topic); randomized controlled trial (topic); secondary prevention; sexuality; virology; Anti-HIV Agents; Female; Heterosexuality; HIV Infections; Humans; Male; Multicenter Studies as Topic; Randomized Controlled Trials as Topic; Secondary Prevention; Sexual Partners",,"Anti-HIV Agents",,,,,,,,,,,,,,,"Cohen, J.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"22194547","English","Science",Note,"Final","All Open Access, Bronze",Scopus,2-s2.0-84455175847
"Alberts B.","57225692348;","Science breakthroughs",2011,"Science","334","6063",,"1604","",,6,"10.1126/science.1217831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455175846&doi=10.1126%2fscience.1217831&partnerID=40&md5=9ea2009c047293178363cf96d4be49e9",,"Alberts, B.",[No abstract available],,"antiretrovirus agent; climate change; earthquake; editorial; evidence based medicine; heterosexuality; Human immunodeficiency virus 1 infection; immune system; medical research; priority journal; problem solving; publication; science; tsunami",,,,,,,,,,,,,,,,"Cohen, M.S., (2011) N. Engl. J. Med., 365, p. 493","Alberts, B.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Editorial,"Final","All Open Access, Bronze",Scopus,2-s2.0-84455175846
"Cho A., Kaiser J., Malakoff D.","35200363400;7402184743;7101903090;","Science stays on track in last-minute spending bill",2011,"Science","334","6063",,"1613","",,,"10.1126/science.334.6063.1613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455174940&doi=10.1126%2fscience.334.6063.1613&partnerID=40&md5=8d6626f580949ff85368af2d1722c864",,"Cho, A.; Kaiser, J.; Malakoff, D.",[No abstract available],,"budget; environmental protection; government; health care cost; health care policy; medical research; national health organization; note; priority journal; science; United States; budget; economics; financial management; government; legal aspect; national health organization; Budgets; Financing, Government; National Institutes of Health (U.S.); United States; United States Government Agencies",,,,,,,,,,,,,,,,,"Cho, A.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"22194535","English","Science",Note,"Final","",Scopus,2-s2.0-84455174940
"Cohen J.","57203682506;","Tissue says blood is misleading, confusing HIV cure efforts",2011,"Science","334","6063",,"1614","",,40,"10.1126/science.334.6063.1614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455174924&doi=10.1126%2fscience.334.6063.1614&partnerID=40&md5=2a4ceb4f08e6ec9e7a47293a875a7628",,"Cohen, J.",[No abstract available],,"anti human immunodeficiency virus agent; anti human immunodeficiency virus agent; B lymphocyte; blood sampling; CD4 lymphocyte count; dendritic cell; gene sequence; human; Human immunodeficiency virus; Human immunodeficiency virus infection; liquid chromatography; mass spectrometry; note; priority journal; virus replication; virus transmission; blood; drug effect; Human immunodeficiency virus; intestine; lymph node; physiology; tissue distribution; viremia; virology; virus latency; Anti-HIV Agents; Blood; HIV; HIV Infections; Humans; Intestines; Lymph Nodes; Tissue Distribution; Viremia; Virus Latency; Virus Replication",,"Anti-HIV Agents",,,,,,,,,,,,,,,"Cohen, J.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"22194536","English","Science",Note,"Final","",Scopus,2-s2.0-84455174924
"Kerr R.A.","57196586790;","Megaquake heightened the risk to Tokyo",2011,"Science","334","6063",,"1617","",,,"10.1126/science.334.6063.1617-b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455174918&doi=10.1126%2fscience.334.6063.1617-b&partnerID=40&md5=deb02a6ba11c5c88aa96430048770b89",,"Kerr, R.A.",[No abstract available],,"disturbance; earthquake damage; earthquake magnitude; earthquake rupture; fault; insurance system; risk assessment; stress analysis; conference paper; earthquake; geology; Japan; priority journal; Honshu; Japan; Kanto; Tokyo [Kanto]",,,,,,,,,,,,,,,,,"Kerr, R.A.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Conference Paper,"Final","",Scopus,2-s2.0-84455174918
"Lawler A.","7102519631;","Preserving history, one hill at a time",2011,"Science","334","6063",,"1623","",,,"10.1126/science.334.6063.1623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455174902&doi=10.1126%2fscience.334.6063.1623&partnerID=40&md5=e38523907546a82eb9f594887b2017c1",,"Lawler, A.",[No abstract available],,"golf course; historical perspective; historical record; housing association; human settlement; indigenous population; monument; preservation; survival; archeology; conservation biology; history; human; priority journal; short survey; Louisiana; United States",,,,,,,,,,,,,,,,,"Lawler, A.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Short Survey,"Final","",Scopus,2-s2.0-84455174902
"Stone R.","57220774508;","Crunch time for North Korea's revolutionary new university",2011,"Science","334","6063",,"1624","1625",,4,"10.1126/science.334.6063.1624","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455174901&doi=10.1126%2fscience.334.6063.1624&partnerID=40&md5=fd9c2b70b303ab1da07d7a515b2186b8",,"Stone, R.",[No abstract available],,"clinical laboratory; curriculum development; funding; graduate student; human; Internet; North Korea; note; priority journal; pyongyang university of science and technology; university",,,,,,,,,,,,,,,,,"Stone, R.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Note,"Final","",Scopus,2-s2.0-84455174901
"Reed J.C.","7403642450;","Priming cancer cells for death (Science (1075))",2011,"Science","334","6063",,"1639","",,,"10.1126/science.334.6063.1639","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455174871&doi=10.1126%2fscience.334.6063.1639&partnerID=40&md5=6c7eaf1a6ead8ff649a23515c1136b61",,"Reed, J.C.",[No abstract available],,"erratum; error; priority journal",,,,,,,,,,,,,,,,,"Reed, J.C.",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Erratum,"Final","",Scopus,2-s2.0-84455174871
